Item_Identifier,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_years,MRP_group_Low MRP,MRP_group_Medium MRP,MRP_group_High MRP,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Item_Categoric_Type_Drink,Item_Categoric_Type_Food,Item_Categoric_Type_Non-Consumable,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Item_Fat_Content_LF,Item_Fat_Content_NE,Item_Fat_Content_REG
NCQ06,255.0014,254.1014,13.0,OUT019,28,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
FDG16,1078.596,215.0192,15.25,OUT019,28,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDZ40,1024.6662,55.7298,8.935,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
FDY51,1322.2788,220.0798,12.5,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
NCN41,1231.73,123.773,17.0,OUT018,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
NCM17,2007.3870000000002,46.4086,7.93,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
FDP39,830.9184,53.5324,12.65,OUT017,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDZ08,577.9144,82.7592,12.5,OUT035,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDU03,1277.0044,184.2292,18.7,OUT018,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
FDZ49,2203.798,218.4798,11.0,OUT046,16,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
NCX30,495.3552,248.6776,16.7,OUT019,28,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
FDV08,545.2902,40.5454,7.35,OUT045,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDB15,5536.7928,264.5568,10.895,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDY49,990.7104,165.3184,17.2,OUT013,26,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
FDF24,1474.0812,83.7934,15.5,OUT017,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
DRK47,2055.3246,229.4694,7.905,OUT045,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
DRD37,792.302,45.006,9.8,OUT017,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDH40,649.8208,79.2276,11.6,OUT018,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
FDL12,1078.596,59.422,15.849999999999998,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
FDW11,1114.5492,60.1194,12.599999999999998,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
NCE06,1294.3152,159.7894,5.825,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDF32,1384.1982,196.3426,16.35,OUT018,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
DRI47,1869.5664,141.8128,14.7,OUT035,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
DRA12,992.7078,141.9154,11.6,OUT035,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDX45,2972.797,155.16299999999998,16.75,OUT013,26,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDR35,2587.9646,197.2742,12.5,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDK03,254.3356,253.0356,12.6,OUT010,15,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
NCJ18,3910.9092,117.6124,12.35,OUT013,26,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
FDN48,2113.2492,93.0804,13.35,OUT045,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDZ59,665.8,165.65,6.630000000000001,OUT019,28,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDB57,7116.0704,223.4772,20.25,OUT027,28,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
DRP35,127.8336,129.3336,18.849999999999998,OUT019,28,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
FDZ59,5326.4,166.85,6.63,OUT013,26,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
FDU58,4677.245,188.4898,6.61,OUT018,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
FDL09,1845.5976,166.8816,19.6,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDY38,6524.84,234.53,13.6,OUT017,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDI46,3271.7412,252.5724,9.5,OUT027,28,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
FDL03,982.055,197.511,19.25,OUT017,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
DRC25,85.8882,86.7882,5.73,OUT019,28,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
FDU60,6426.3016,168.7132,20.0,OUT045,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDP25,6769.8544,217.0824,15.200000000000001,OUT027,28,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
FDO57,481.3734,161.0578,20.75,OUT010,15,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
FDQ09,3340.3186,114.8834,7.235,OUT049,14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
NCY05,1058.622,36.6874,13.5,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
FDA20,1491.392,187.72400000000002,6.78,OUT049,14,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDF16,886.8456,146.3076,7.3,OUT010,15,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
NCG07,3795.06,188.753,12.3,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
FDR46,2490.092,145.276,16.85,OUT018,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
FDP22,563.9326,49.8666,14.65,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
FDL45,3129.26,123.7704,15.6,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
NCF42,1230.3984,176.2712,17.35,OUT018,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
FDD04,3261.7542,141.3154,16.0,OUT049,14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDC45,1197.7742,170.9106,17.0,OUT018,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
FDI40,2111.2518,100.5358,11.5,OUT045,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDQ11,2055.9904,256.5988,5.695,OUT046,16,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
DRM48,1193.1136,36.0848,15.2,OUT046,16,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
FDS12,1761.7068,126.5362,9.1,OUT013,26,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDR46,2636.5679999999998,146.076,16.85,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
NCO02,790.9704,65.9142,11.15,OUT045,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDQ52,2980.1208,247.4434,17.0,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDY28,3419.5488,215.2218,7.47,OUT017,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDE32,834.9132,37.3506,20.7,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDJ58,3779.0808,173.2764,15.6,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDJ27,814.9392,100.7674,17.7,OUT045,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
NCM18,1114.5492,60.0194,13.0,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
FDA02,866.8716,146.3786,14.0,OUT045,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDT26,2396.88,119.044,18.85,OUT046,16,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
DRD60,1999.3974,182.4634,15.7,OUT035,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
NCR18,468.7232,44.0112,15.85,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
FDO27,1342.2528,94.3752,6.175,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDP25,218.3824,216.4824,15.200000000000001,OUT019,28,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDQ51,614.5334,48.3718,16.0,OUT035,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
NCH07,1426.1436,158.1604,13.15,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDP44,1537.9979999999998,102.7332,16.5,OUT045,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
NCP55,939.4438,57.0614,14.65,OUT017,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDO09,3418.883,261.491,13.5,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
FDP38,404.8064,50.6008,10.1,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDI48,974.0654,51.4666,11.85,OUT017,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDS58,2406.867,161.0578,9.285,OUT045,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDJ55,5626.01,223.5404,12.8,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
NCF06,5956.9126,260.8962,6.235,OUT049,14,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
FDF41,6404.996,246.84599999999998,12.15,OUT045,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
NCL05,216.385,44.077,19.599999999999998,OUT019,28,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
FDT24,1158.492,78.2328,12.35,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
FDK08,202.4032,101.0016,9.195,OUT010,15,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
FDU55,2342.9502,260.3278,16.2,OUT018,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
NCY18,2976.7918,174.6054,7.285,OUT017,6,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDS11,3131.9232,224.7088,7.05,OUT046,16,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDC28,108.5254,109.9254,7.905,OUT019,28,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDR59,4448.2098,262.3594,14.5,OUT046,16,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
DRE15,1442.1228,75.7012,13.35,OUT017,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDP19,2841.6344,128.4652,11.5,OUT049,14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
DRN47,2876.256,180.666,12.1,OUT049,14,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDJ34,1001.3632,124.5704,11.8,OUT018,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
FDX21,982.7208,107.4912,7.05,OUT018,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
FDI57,3547.3824,195.7768,19.849999999999998,OUT027,28,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
NCI42,3125.9309999999996,207.0954,18.75,OUT046,16,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
FDL03,3142.5759999999996,196.31099999999998,19.25,OUT045,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDX37,1398.18,100.57,16.2,OUT013,26,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDW57,4427.57,176.0028,8.31,OUT018,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
FDX14,1956.1204,73.8354,13.1,OUT017,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDD09,3078.6592,180.5976,13.5,OUT046,16,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDM09,1018.674,169.679,11.15,OUT046,16,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
NCW54,687.1056,56.2588,7.5,OUT018,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
DRL11,3787.0704,156.5946,10.5,OUT027,28,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
FDJ58,2748.4224,169.9764,15.6,OUT018,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
FDX21,109.1912,111.1912,7.049999999999999,OUT019,28,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDA20,2609.936,186.524,6.78,OUT017,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDL34,4516.7872,141.1496,16.0,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDL38,2319.6472,89.1172,13.799999999999999,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
DRL11,3629.2758,159.6946,10.5,OUT018,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
FDO40,2087.9488,148.8392,17.1,OUT018,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
DRZ24,1557.9720000000002,121.64399999999999,7.535,OUT045,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDM52,2364.9216,146.6076,15.1,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDM52,4138.6128,149.0076,15.1,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDV49,3171.8712,264.7226,10.0,OUT018,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
FDF47,2243.746,224.0746,20.85,OUT017,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDF56,724.3904,182.1976,16.7,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDW12,145.1444,143.6444,8.315,OUT010,15,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
FDY09,175.1054,173.8054,15.599999999999998,OUT019,28,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDY55,4111.9808,258.4988,16.75,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDU36,492.69199999999995,98.8384,6.1499999999999995,OUT019,28,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
NCR06,1022.6688,42.9112,12.5,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
FDW24,194.4136,49.9034,6.8,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDF16,2808.3444,149.8076,7.3,OUT013,26,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
NCR18,852.2239999999999,42.5112,15.85,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
DRD01,828.921,56.5614,12.1,OUT035,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDS15,323.5788,107.6596,9.195,OUT045,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDT19,2942.836,174.708,7.59,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
FDE59,359.532,34.5532,12.15,OUT013,26,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDE04,719.064,179.766,19.75,OUT010,15,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
NCV17,2360.9268,130.2626,18.85,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDC17,2735.1064,211.2928,12.15,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDI45,3677.2134,174.2054,13.1,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDZ33,3842.9976,146.7076,10.195,OUT027,28,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
FDJ56,199.74,100.77,8.985,OUT019,28,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDN25,171.7764,58.5588,7.895,OUT013,26,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
FDC10,120.5098,118.9098,9.799999999999999,OUT019,28,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDQ22,628.5152,38.9822,16.75,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
NCR54,2946.165,198.21099999999998,16.35,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
DRK11,1789.6704,149.5392,8.21,OUT035,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
DRI37,468.7232,58.3904,15.85,OUT017,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDX37,1597.92,100.47,16.2,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDF05,3681.8740000000003,264.491,17.5,OUT046,16,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDW36,317.5866,107.4622,11.150000000000002,OUT019,28,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDI04,1977.4260000000002,198.1426,13.65,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDB04,1230.3984,88.9856,11.35,OUT045,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDU38,4410.2592,191.1504,10.8,OUT035,9,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDY28,1496.0526,211.8218,7.47,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
FDP20,1012.0160000000001,126.402,19.85,OUT046,16,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDC29,2862.94,113.6176,8.39,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDR45,6692.6216,239.2222,10.8,OUT049,14,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
NCC42,1404.838,140.2838,15.0,OUT046,16,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
NCF42,2812.3392,176.7712,17.35,OUT017,6,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDZ45,992.0419999999999,198.8084,14.1,OUT010,15,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
FDB23,5191.2426,226.6062,19.2,OUT017,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDC41,1148.505,78.067,15.6,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDA10,245.0144,124.1072,20.349999999999998,OUT019,28,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
NCM26,2909.546,154.134,20.5,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDZ58,122.5072,122.3072,17.849999999999998,OUT019,28,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDW35,1468.089,41.4454,10.6,OUT035,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDX32,1733.7432,143.3786,15.1,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDK40,5785.802,264.691,7.035,OUT018,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
FDD04,1985.4156,142.4154,16.0,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDP28,4175.8976,262.6936,13.65,OUT046,16,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
NCL42,6615.3888,246.7144,18.85,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
DRB13,569.259,190.35299999999998,6.115,OUT035,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDC33,2759.0752,196.5768,8.96,OUT018,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
FDO58,2631.2416,165.9526,19.6,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDE34,363.5268,182.2634,9.195,OUT010,15,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
NCE19,1037.3164,52.7956,8.97,OUT046,16,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
NCJ18,355.5372,117.1124,12.35,OUT010,15,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
FDF52,3283.7256,183.9292,9.3,OUT049,14,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDY04,1468.089,162.421,17.7,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
DRF49,1138.518,111.9518,7.27,OUT049,14,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
FDX27,189.0872,92.8436,20.7,OUT010,15,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
FDV28,339.55800000000005,32.8558,16.1,OUT013,26,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
FDE33,314.2576,78.8644,19.349999999999998,OUT019,28,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDQ37,6006.1818,193.3478,20.75,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
NCG30,2988.1104,123.6046,20.2,OUT046,16,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
NCH29,1761.7068,98.5726,5.51,OUT017,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
FDV20,3560.6984,129.0678,20.2,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDG57,874.8612,48.5034,14.7,OUT018,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
FDU60,2874.9244,168.5132,20.0,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
NCH30,113.186,112.986,17.1,OUT010,15,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
NCM29,262.3252,132.6626,11.5,OUT010,15,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
FDB12,2181.1608,104.4648,11.15,OUT018,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
FDD53,503.3448,43.3454,16.2,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDI44,1853.5872,76.0328,16.1,OUT049,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDW56,7504.2318,191.2162,7.68,OUT027,28,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
FDA01,644.4944,59.4904,15.0,OUT018,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
FDG47,2885.5772,263.0252,12.8,OUT013,26,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
FDT40,1017.3424,125.2678,5.985,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDU20,2530.7058,120.3098,19.35,OUT035,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
NCP41,1617.894,109.8596,16.6,OUT018,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
FDW36,2328.9684,106.2622,11.150000000000002,OUT027,28,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
FDN31,1328.271,189.253,11.5,OUT049,14,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
NCU54,209.727,207.727,8.88,OUT010,15,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
FDS01,1244.3802,177.9686,11.6,OUT046,16,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDA23,1518.024,101.7016,9.8,OUT017,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDY08,1685.8056,139.1838,9.395,OUT045,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
FDJ28,3078.6592,193.3162,12.3,OUT046,16,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
DRF36,2866.2690000000002,192.6846,16.1,OUT046,16,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
FDH44,294.2836,147.5418,19.1,OUT010,15,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
NCY54,2069.3064,174.0422,8.43,OUT049,14,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
FDR59,1046.6376,260.4594,14.5,OUT010,15,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
DRA59,4442.2176,184.8924,8.27,OUT046,16,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
FDS55,1930.1542,148.0734,7.02,OUT017,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
FDZ28,1780.3492,128.0678,20.0,OUT045,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
DRG49,7086.1094,246.0486,7.81,OUT045,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
